source,distribution,n,rep,method,calibration,solvency_c,rejected
betting,Bernoulli(0.5),1000,102,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,102,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,102,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,103,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,103,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,103,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,103,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,103,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,103,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,103,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,103,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,103,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,103,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,104,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,104,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,104,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,104,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,104,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,104,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,104,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,104,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,104,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,104,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,105,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,105,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,105,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,105,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,105,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,105,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,105,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,105,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,105,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,105,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,106,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,106,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,106,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,106,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,106,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,106,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,106,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,106,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,106,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,106,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,107,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,107,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,107,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,107,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,107,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,107,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,107,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,107,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,107,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,107,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,108,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,108,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,108,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,108,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,108,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,108,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,108,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,108,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,108,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,108,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,109,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,109,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,109,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,109,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,109,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,109,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,109,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,109,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,109,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,109,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,110,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,110,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,110,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,110,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,110,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,110,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,110,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,110,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,110,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,110,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,111,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,111,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,111,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,111,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,111,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,111,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,111,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,111,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,111,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,111,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,112,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,112,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,112,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,112,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,112,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,112,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,112,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,112,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,112,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,112,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,113,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,113,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,113,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,113,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,113,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,113,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,113,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,113,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,113,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,113,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,114,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,114,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,114,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,114,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,114,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,114,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,114,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,114,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,114,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,114,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,115,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,115,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,115,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,115,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,115,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,115,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,115,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,115,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,115,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,115,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,116,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,116,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,116,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,116,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,116,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,116,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,116,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,116,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,116,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,116,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,117,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,117,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,117,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,117,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,117,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,117,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,117,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,117,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,117,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,117,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,118,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,118,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,118,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,118,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,118,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,118,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,118,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,118,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,118,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,118,Efficient betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,119,Product betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,119,Product betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,119,STaR betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,119,Efficient betting,Deterministic,0.5,False
betting,Bernoulli(0.5),1000,119,STaR betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,119,Efficient betting,Uniformly randomized,0.5,False
betting,Bernoulli(0.5),1000,119,STaR betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,119,Efficient betting,Deterministic,1.0,False
betting,Bernoulli(0.5),1000,119,STaR betting,Uniformly randomized,1.0,False
betting,Bernoulli(0.5),1000,119,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,0,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,0,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,0,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,0,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,0,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,0,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,0,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,0,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,0,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,0,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,1,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,1,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,1,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,1,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,1,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,1,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,1,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,1,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,1,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,1,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,2,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,2,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,2,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,2,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,2,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,2,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,2,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,2,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,2,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,2,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,3,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,3,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,3,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,3,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,3,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,3,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,3,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,3,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,3,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,3,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,4,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,4,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,4,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,4,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,4,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,4,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,4,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,4,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,4,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,4,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,5,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,5,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,5,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,5,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,5,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,5,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,5,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,5,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,5,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,5,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,6,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,6,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,6,STaR betting,Deterministic,0.5,True
betting,"Uniform(0,1)",1000,6,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,6,STaR betting,Uniformly randomized,0.5,True
betting,"Uniform(0,1)",1000,6,Efficient betting,Uniformly randomized,0.5,True
betting,"Uniform(0,1)",1000,6,STaR betting,Deterministic,1.0,True
betting,"Uniform(0,1)",1000,6,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,6,STaR betting,Uniformly randomized,1.0,True
betting,"Uniform(0,1)",1000,6,Efficient betting,Uniformly randomized,1.0,True
betting,"Uniform(0,1)",1000,7,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,7,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,7,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,7,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,7,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,7,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,7,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,7,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,7,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,7,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,8,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,8,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,8,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,8,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,8,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,8,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,8,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,8,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,8,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,8,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,9,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,9,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,9,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,9,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,9,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,9,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,9,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,9,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,9,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,9,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,10,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,10,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,10,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,10,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,10,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,10,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,10,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,10,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,10,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,10,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,11,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,11,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,11,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,11,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,11,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,11,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,11,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,11,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,11,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,11,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,12,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,12,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,12,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,12,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,12,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,12,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,12,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,12,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,12,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,12,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,13,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,13,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,13,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,13,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,13,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,13,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,13,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,13,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,13,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,13,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,14,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,14,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,14,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,14,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,14,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,14,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,14,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,14,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,14,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,14,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,15,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,15,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,15,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,15,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,15,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,15,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,15,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,15,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,15,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,15,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,16,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,16,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,16,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,16,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,16,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,16,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,16,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,16,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,16,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,16,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,17,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,17,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,17,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,17,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,17,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,17,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,17,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,17,Efficient betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,17,STaR betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,17,Efficient betting,Uniformly randomized,1.0,False
betting,"Uniform(0,1)",1000,18,Product betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,18,Product betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,18,STaR betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,18,Efficient betting,Deterministic,0.5,False
betting,"Uniform(0,1)",1000,18,STaR betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,18,Efficient betting,Uniformly randomized,0.5,False
betting,"Uniform(0,1)",1000,18,STaR betting,Deterministic,1.0,False
betting,"Uniform(0,1)",1000,18,Efficient betting,Deterministic,1.0,False
